duration,amount,age,installment_rate,present_residence,number_credits,people_liable,status,credit_history,purpose,savings,employment_duration,other_debtors,property,other_installment_plans,housing,job,telephone,__row_id,__y,__gender,__split
24,3123,27,4,1,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,500,1,0,train
36,5493,42,2,4,1,2,status_0,credit_history_2,purpose_1,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,501,0,1,train
9,1126,49,2,4,1,1,status_2,credit_history_2,purpose_4,savings_1,employment_duration_4,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,502,0,1,test
24,1216,38,4,4,2,2,status_1,credit_history_4,purpose_4,savings_1,employment_duration_1,other_debtors_0,property_3,other_installment_plans_0,housing_1,job_2,telephone_0,503,1,1,calib
24,1207,24,4,4,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_0,504,1,0,train
10,1309,27,4,4,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_2,other_debtors_2,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,505,1,1,train
15,2360,36,2,2,1,1,status_2,credit_history_4,purpose_1,savings_2,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,506,0,1,calib
15,6850,34,1,2,1,2,status_1,credit_history_1,purpose_0,savings_1,employment_duration_0,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,507,1,1,train
24,1413,28,4,2,1,1,status_3,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,508,0,1,train
39,8588,45,4,2,1,1,status_3,credit_history_2,purpose_1,savings_1,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_1,509,0,1,train
12,759,26,4,2,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,510,1,1,calib
36,4686,32,2,2,1,1,status_3,credit_history_2,purpose_1,savings_0,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,511,0,1,test
15,2687,26,2,4,1,1,status_2,credit_history_2,purpose_9,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_1,512,0,1,train
12,585,20,4,4,2,1,status_1,credit_history_3,purpose_4,savings_0,employment_duration_2,other_debtors_1,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,513,0,1,train
24,2255,54,4,1,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,514,0,1,calib
6,609,37,4,3,2,1,status_0,credit_history_4,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,515,0,0,test
6,1361,40,2,4,1,2,status_0,credit_history_4,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,516,0,1,train
36,7127,23,2,4,2,1,status_3,credit_history_4,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_1,517,1,0,train
6,1203,43,3,2,1,1,status_0,credit_history_2,purpose_0,savings_1,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_1,518,0,1,train
6,700,36,4,4,2,1,status_3,credit_history_4,purpose_4,savings_4,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,519,0,1,train
24,5507,44,3,4,2,1,status_3,credit_history_4,purpose_6,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,520,0,1,train
18,3190,24,2,2,1,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,521,1,0,train
48,7119,53,3,4,2,2,status_0,credit_history_0,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,522,1,1,test
24,3488,23,3,4,1,1,status_3,credit_history_2,purpose_1,savings_1,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,523,0,0,train
18,1113,26,4,4,1,2,status_1,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_2,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,524,0,0,calib
26,7966,30,2,3,2,1,status_1,credit_history_2,purpose_1,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,525,0,1,train
15,1532,31,4,3,1,1,status_3,credit_history_4,purpose_7,savings_1,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,526,0,0,test
4,1503,42,2,1,2,2,status_3,credit_history_4,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,527,0,1,calib
36,2302,31,4,4,1,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,528,1,1,test
6,662,41,3,4,1,2,status_0,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_1,529,0,1,train
36,2273,32,3,1,2,2,status_1,credit_history_2,purpose_7,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,530,0,1,train
15,2631,28,2,4,2,1,status_1,credit_history_2,purpose_0,savings_1,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_1,531,1,0,train
12,1503,41,4,4,1,1,status_3,credit_history_3,purpose_1,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,532,0,1,train
24,1311,26,4,3,1,1,status_3,credit_history_2,purpose_4,savings_1,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_1,533,0,1,test
24,3105,25,4,2,2,1,status_3,credit_history_2,purpose_4,savings_4,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,534,0,1,calib
21,2319,33,2,1,1,1,status_2,credit_history_4,purpose_7,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,535,1,1,calib
6,1374,75,4,3,1,1,status_0,credit_history_2,purpose_0,savings_4,employment_duration_0,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,536,0,0,test
18,3612,37,3,4,1,1,status_1,credit_history_4,purpose_3,savings_0,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_1,537,0,0,calib
48,7763,42,4,4,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_3,telephone_0,538,1,1,test
18,3049,45,1,1,1,1,status_2,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_1,housing_1,job_1,telephone_0,539,0,0,train
12,1534,23,1,1,1,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,540,1,1,test
24,2032,60,4,4,2,1,status_3,credit_history_3,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_1,541,0,1,train
30,6350,31,4,4,1,1,status_0,credit_history_2,purpose_3,savings_4,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,542,1,1,train
18,2864,34,2,1,1,2,status_2,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,543,1,1,train
12,1255,61,4,4,2,1,status_3,credit_history_4,purpose_0,savings_0,employment_duration_4,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,544,0,1,calib
24,1333,43,4,2,2,2,status_0,credit_history_3,purpose_0,savings_0,employment_duration_0,other_debtors_0,property_0,other_installment_plans_2,housing_2,job_2,telephone_0,545,1,1,train
24,2022,37,4,4,1,1,status_3,credit_history_4,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,546,0,0,train
24,1552,32,3,1,1,2,status_3,credit_history_2,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,547,0,1,train
12,626,24,4,4,1,1,status_0,credit_history_1,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_0,housing_1,job_1,telephone_0,548,1,0,train
48,8858,35,2,1,2,1,status_3,credit_history_4,purpose_1,savings_4,employment_duration_3,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_1,549,0,1,calib
12,996,23,4,4,2,1,status_3,credit_history_4,purpose_6,savings_4,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,550,0,0,train
6,1750,45,2,4,1,2,status_3,credit_history_1,purpose_4,savings_2,employment_duration_4,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_1,telephone_0,551,0,1,train
48,6999,34,1,1,2,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_3,other_debtors_2,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,552,1,1,train
12,1995,27,4,1,1,1,status_1,credit_history_4,purpose_0,savings_1,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,553,0,1,train
9,1199,67,4,4,2,1,status_1,credit_history_2,purpose_7,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,554,0,0,train
12,1331,22,2,1,1,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_1,housing_1,job_2,telephone_0,555,1,1,train
18,2278,28,3,3,2,1,status_1,credit_history_0,purpose_0,savings_1,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,556,1,0,test
21,5003,29,1,4,2,1,status_3,credit_history_0,purpose_0,savings_4,employment_duration_2,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_2,telephone_1,557,1,0,train
24,3552,27,3,4,1,1,status_0,credit_history_1,purpose_3,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,558,1,1,calib
18,1928,31,2,2,2,1,status_1,credit_history_4,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,559,1,1,train
24,2964,49,4,4,1,2,status_0,credit_history_2,purpose_1,savings_4,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_2,telephone_1,560,0,1,train
24,1546,24,4,4,1,1,status_0,credit_history_1,purpose_4,savings_0,employment_duration_3,other_debtors_2,property_2,other_installment_plans_0,housing_0,job_1,telephone_0,561,1,1,test
6,683,29,2,1,1,1,status_2,credit_history_3,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_2,telephone_0,562,0,0,train
36,12389,37,1,4,1,1,status_1,credit_history_2,purpose_0,savings_4,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_1,563,1,1,train
24,4712,37,4,2,2,1,status_1,credit_history_3,purpose_9,savings_4,employment_duration_2,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_3,telephone_1,564,0,1,train
24,1553,23,3,2,2,1,status_1,credit_history_3,purpose_4,savings_1,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_2,telephone_1,565,0,0,train
12,1372,36,2,3,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,566,1,1,train
24,2578,34,2,2,1,1,status_3,credit_history_4,purpose_4,savings_3,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,567,0,1,train
48,3979,41,4,1,2,2,status_1,credit_history_2,purpose_4,savings_4,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,568,0,1,train
48,6758,31,3,2,1,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,569,1,0,train
24,3234,23,4,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_1,telephone_1,570,1,0,train
30,5954,38,3,2,1,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_3,other_debtors_1,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,571,0,1,calib
24,5433,26,2,4,1,1,status_3,credit_history_2,purpose_1,savings_4,employment_duration_0,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_3,telephone_1,572,0,0,train
15,806,22,4,4,1,1,status_0,credit_history_2,purpose_9,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,573,0,0,test
9,1082,27,4,4,2,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,574,0,1,train
15,2788,24,2,3,2,1,status_3,credit_history_4,purpose_3,savings_0,employment_duration_3,other_debtors_1,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,575,0,0,train
12,2930,27,2,1,1,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,576,0,0,calib
24,1927,33,3,2,2,1,status_3,credit_history_4,purpose_7,savings_4,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,577,0,0,train
36,2820,27,4,4,2,1,status_1,credit_history_4,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,578,1,1,train
24,937,27,4,3,2,1,status_3,credit_history_2,purpose_8,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,579,0,1,test
18,1056,30,3,3,2,1,status_1,credit_history_4,purpose_0,savings_0,employment_duration_4,other_debtors_2,property_0,other_installment_plans_0,housing_1,job_2,telephone_0,580,1,1,train
12,3124,49,1,3,2,2,status_1,credit_history_4,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_0,housing_1,job_1,telephone_0,581,0,1,train
9,1388,26,4,2,1,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,582,0,0,train
36,2384,33,4,1,1,1,status_1,credit_history_2,purpose_6,savings_0,employment_duration_1,other_debtors_0,property_3,other_installment_plans_2,housing_0,job_1,telephone_0,583,1,1,calib
12,2133,52,4,4,1,1,status_3,credit_history_2,purpose_0,savings_4,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,584,0,0,test
18,2039,20,1,4,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_0,housing_0,job_2,telephone_0,585,1,0,train
9,2799,36,2,2,2,2,status_0,credit_history_4,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,586,0,1,train
12,1289,21,4,1,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_2,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,587,0,1,train
18,1217,47,4,3,1,1,status_0,credit_history_2,purpose_5,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_1,588,1,1,train
12,2246,60,3,3,2,1,status_0,credit_history_4,purpose_3,savings_0,employment_duration_4,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,589,1,1,test
12,385,58,4,3,4,1,status_0,credit_history_4,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_1,590,0,0,train
24,1965,42,4,4,2,1,status_1,credit_history_3,purpose_0,savings_4,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_1,591,0,0,train
21,1572,36,4,4,1,1,status_3,credit_history_2,purpose_9,savings_3,employment_duration_4,other_debtors_0,property_0,other_installment_plans_0,housing_1,job_1,telephone_0,592,0,0,train
24,2718,20,3,4,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_0,job_1,telephone_1,593,1,0,train
24,1358,40,4,3,1,1,status_0,credit_history_1,purpose_2,savings_4,employment_duration_4,other_debtors_0,property_2,other_installment_plans_1,housing_1,job_3,telephone_1,594,1,1,train
6,931,32,1,1,1,1,status_1,credit_history_1,purpose_0,savings_1,employment_duration_1,other_debtors_0,property_1,other_installment_plans_1,housing_1,job_1,telephone_0,595,1,0,train
24,1442,23,4,4,2,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,596,1,0,test
24,4241,36,1,4,3,1,status_1,credit_history_0,purpose_9,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_1,597,1,1,train
18,2775,31,2,2,2,1,status_3,credit_history_4,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_2,telephone_0,598,1,1,train
24,3863,32,1,2,1,1,status_3,credit_history_3,purpose_9,savings_0,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,599,0,1,test
7,2329,45,1,1,1,1,status_1,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_2,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,600,0,0,calib
9,918,30,4,1,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,601,1,0,test
24,1837,34,4,4,1,1,status_1,credit_history_1,purpose_7,savings_0,employment_duration_3,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_1,telephone_0,602,1,0,train
36,3349,28,4,2,1,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_1,603,1,0,test
10,1275,23,4,2,1,1,status_2,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,604,0,0,train
24,2828,22,4,4,1,1,status_0,credit_history_1,purpose_3,savings_2,employment_duration_2,other_debtors_0,property_0,other_installment_plans_1,housing_1,job_2,telephone_1,605,0,1,train
24,4526,74,3,2,1,1,status_3,credit_history_4,purpose_9,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_3,telephone_1,606,0,1,train
36,2671,50,4,4,1,1,status_1,credit_history_2,purpose_4,savings_1,employment_duration_2,other_debtors_1,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,607,1,0,calib
18,2051,33,4,1,1,1,status_3,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,608,0,1,train
15,1300,45,4,4,1,2,status_3,credit_history_2,purpose_1,savings_4,employment_duration_4,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_2,telephone_0,609,0,1,train
12,741,22,4,3,1,1,status_0,credit_history_2,purpose_5,savings_1,employment_duration_0,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,610,1,0,train
10,1240,48,1,4,1,2,status_2,credit_history_2,purpose_0,savings_1,employment_duration_4,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_1,telephone_0,611,1,0,test
21,3357,29,4,2,1,1,status_0,credit_history_2,purpose_4,savings_3,employment_duration_1,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,612,0,0,train
24,3632,22,1,4,1,1,status_0,credit_history_1,purpose_1,savings_0,employment_duration_2,other_debtors_2,property_2,other_installment_plans_0,housing_0,job_2,telephone_0,613,0,0,train
18,1808,22,4,1,1,1,status_3,credit_history_3,purpose_3,savings_0,employment_duration_3,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,614,1,0,train
48,12204,48,2,2,1,1,status_1,credit_history_0,purpose_9,savings_4,employment_duration_2,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_3,telephone_1,615,0,1,train
60,9157,27,2,2,1,1,status_1,credit_history_3,purpose_4,savings_4,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_0,616,0,1,test
6,3676,37,1,3,3,2,status_0,credit_history_4,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_0,job_2,telephone_0,617,0,1,train
30,3441,21,2,4,1,1,status_1,credit_history_2,purpose_3,savings_1,employment_duration_2,other_debtors_1,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,618,1,0,train
12,640,49,4,2,1,1,status_3,credit_history_2,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,619,0,1,train
21,3652,27,2,3,2,1,status_1,credit_history_4,purpose_9,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,620,0,1,calib
18,1530,32,3,2,2,1,status_3,credit_history_4,purpose_0,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_2,telephone_0,621,1,1,test
48,3914,38,4,2,1,1,status_3,credit_history_2,purpose_9,savings_4,employment_duration_2,other_debtors_0,property_0,other_installment_plans_0,housing_1,job_2,telephone_0,622,1,1,calib
12,1858,22,4,1,1,1,status_0,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,623,0,0,test
18,2600,65,4,4,2,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_2,telephone_0,624,1,1,train
15,1979,35,4,2,1,1,status_3,credit_history_2,purpose_4,savings_4,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,625,0,1,test
6,2116,41,2,2,1,1,status_2,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,626,0,1,train
9,1437,29,2,3,1,1,status_1,credit_history_1,purpose_0,savings_1,employment_duration_3,other_debtors_0,property_3,other_installment_plans_2,housing_1,job_2,telephone_0,627,1,1,test
42,4042,36,4,4,2,1,status_3,credit_history_4,purpose_3,savings_2,employment_duration_2,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_2,telephone_1,628,0,1,train
9,3832,64,1,4,1,1,status_3,credit_history_2,purpose_7,savings_4,employment_duration_4,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_1,telephone_0,629,0,1,train
24,3660,28,2,4,1,1,status_0,credit_history_2,purpose_4,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,630,0,0,test
18,1553,44,4,3,1,1,status_0,credit_history_1,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_0,housing_1,job_2,telephone_0,631,1,1,train
15,1444,23,4,1,1,1,status_1,credit_history_2,purpose_4,savings_4,employment_duration_1,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,632,0,1,train
9,1980,19,2,2,2,1,status_3,credit_history_2,purpose_3,savings_0,employment_duration_1,other_debtors_1,property_2,other_installment_plans_2,housing_0,job_2,telephone_0,633,1,0,calib
24,1355,25,3,4,1,1,status_1,credit_history_2,purpose_0,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_1,634,1,0,test
12,1393,47,4,4,3,2,status_3,credit_history_2,purpose_7,savings_0,employment_duration_4,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_2,telephone_1,635,0,1,train
24,1376,28,4,1,1,1,status_3,credit_history_2,purpose_4,savings_2,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,636,0,0,train
60,15653,21,2,4,2,1,status_3,credit_history_3,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,637,0,1,train
12,1493,34,4,3,1,2,status_3,credit_history_2,purpose_4,savings_0,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_2,telephone_0,638,0,0,train
42,4370,26,3,2,2,2,status_0,credit_history_3,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_0,housing_1,job_2,telephone_1,639,1,1,calib
18,750,27,4,1,1,1,status_0,credit_history_2,purpose_7,savings_0,employment_duration_0,other_debtors_0,property_0,other_installment_plans_2,housing_1,job_0,telephone_0,640,1,0,train
15,1308,38,4,4,2,1,status_1,credit_history_2,purpose_6,savings_0,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_1,telephone_0,641,0,1,train
15,4623,40,3,2,1,1,status_3,credit_history_2,purpose_7,savings_1,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,642,1,1,train
24,1851,33,4,2,2,1,status_3,credit_history_4,purpose_4,savings_0,employment_duration_3,other_debtors_2,property_2,other_installment_plans_2,housing_1,job_2,telephone_1,643,0,1,train
18,1880,32,4,1,2,1,status_0,credit_history_4,purpose_4,savings_0,employment_duration_3,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_3,telephone_1,644,0,1,train
36,7980,27,4,4,2,1,status_3,credit_history_3,purpose_9,savings_4,employment_duration_1,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_2,telephone_1,645,1,1,test
30,4583,32,2,2,2,1,status_0,credit_history_0,purpose_3,savings_0,employment_duration_2,other_debtors_2,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,646,0,1,calib
12,1386,26,2,2,1,1,status_3,credit_history_2,purpose_0,savings_2,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_2,telephone_0,647,1,0,train
24,947,38,4,3,1,2,status_2,credit_history_2,purpose_0,savings_0,employment_duration_3,other_debtors_0,property_3,other_installment_plans_0,housing_2,job_2,telephone_0,648,1,1,train
12,684,40,4,4,1,2,status_0,credit_history_2,purpose_7,savings_0,employment_duration_2,other_debtors_0,property_2,other_installment_plans_2,housing_0,job_1,telephone_0,649,1,1,train
48,7476,50,4,1,1,1,status_0,credit_history_2,purpose_7,savings_0,employment_duration_3,other_debtors_0,property_3,other_installment_plans_2,housing_2,job_3,telephone_1,650,0,1,train
12,1922,37,4,2,1,1,status_1,credit_history_2,purpose_3,savings_0,employment_duration_2,other_debtors_0,property_1,other_installment_plans_2,housing_1,job_1,telephone_0,651,1,1,train
24,2303,45,4,1,1,1,status_0,credit_history_2,purpose_0,savings_0,employment_duration_4,other_debtors_1,property_0,other_installment_plans_2,housing_1,job_2,telephone_0,652,1,1,test
36,8086,42,2,4,4,1,status_1,credit_history_3,purpose_0,savings_1,employment_duration_4,other_debtors_0,property_2,other_installment_plans_2,housing_1,job_3,telephone_1,653,1,1,train
